file_path,file_name,type,class_id,batch,analytical_order,inject_volume
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/BK_Pos_019699_TLG1025_QE2.mzML,BK_Pos_019699_TLG1025_QE2,Blank,blank,1,1,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/QC_Pos_019701_TLG1025_QE2.mzML,QC_Pos_019701_TLG1025_QE2,QC,pool,1,2,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Pos_019703_TLG1025_QE2.mzML,zikv3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Pos_019703_TLG1025_QE2,Sample,zikv3hr,1,3,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv33hr_biphasic_F1_R1_T33hr_Untargeted_DDA_HILIC_Pos_019705_TLG1025_QE2.mzML,denv33hr_biphasic_F1_R1_T33hr_Untargeted_DDA_HILIC_Pos_019705_TLG1025_QE2,Sample,denv33hr,1,4,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv24hr_biphasic_F1_R1_T24hr_Untargeted_DDA_HILIC_Pos_019707_TLG1025_QE2.mzML,denv24hr_biphasic_F1_R1_T24hr_Untargeted_DDA_HILIC_Pos_019707_TLG1025_QE2,Sample,denv24hr,1,5,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv15hr_biphasic_F1_R1_T15hr_Untargeted_DDA_HILIC_Pos_019709_TLG1025_QE2.mzML,zikv15hr_biphasic_F1_R1_T15hr_Untargeted_DDA_HILIC_Pos_019709_TLG1025_QE2,Sample,zikv15hr,1,6,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/uninfected30hr_biphasic_F1_R2_T30hr_Untargeted_DDA_HILIC_Pos_019711_TLG1025_QE2.mzML,uninfected30hr_biphasic_F1_R2_T30hr_Untargeted_DDA_HILIC_Pos_019711_TLG1025_QE2,Sample,uninf30hr,1,7,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv6hr_biphasic_F1_R1_T6hr_Untargeted_DDA_HILIC_Pos_019715_TLG1025_QE2.mzML,denv6hr_biphasic_F1_R1_T6hr_Untargeted_DDA_HILIC_Pos_019715_TLG1025_QE2,Sample,denv6hr,1,8,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv30hr_biphasic_F1_R2_T30hr_Untargeted_DDA_HILIC_Pos_019717_TLG1025_QE2.mzML,zikv30hr_biphasic_F1_R2_T30hr_Untargeted_DDA_HILIC_Pos_019717_TLG1025_QE2,Sample,zikv30hr,1,9,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/BK_Pos_019719_TLG1025_QE2.mzML,BK_Pos_019719_TLG1025_QE2,Blank,blank,1,10,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/QC_Pos_019721_TLG1025_QE2.mzML,QC_Pos_019721_TLG1025_QE2,QC,pool,1,11,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv33hr_biphasic_F1_R3_T33hr_Untargeted_DDA_HILIC_Pos_019723_TLG1025_QE2.mzML,zikv33hr_biphasic_F1_R3_T33hr_Untargeted_DDA_HILIC_Pos_019723_TLG1025_QE2,Sample,zikv33hr,1,12,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/uninfected21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Pos_019725_TLG1025_QE2.mzML,uninfected21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Pos_019725_TLG1025_QE2,Sample,uninf21hr,1,13,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/uninfected12hr_biphasic_F1_R3_T12hr_Untargeted_DDA_HILIC_Pos_019727_TLG1025_QE2.mzML,uninfected12hr_biphasic_F1_R3_T12hr_Untargeted_DDA_HILIC_Pos_019727_TLG1025_QE2,Sample,uninf12hr,1,14,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv6hr_biphasic_F1_R2_T6hr_Untargeted_DDA_HILIC_Pos_019729_TLG1025_QE2.mzML,denv6hr_biphasic_F1_R2_T6hr_Untargeted_DDA_HILIC_Pos_019729_TLG1025_QE2,Sample,denv6hr,1,15,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/uninfected36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Pos_019733_TLG1025_QE2.mzML,uninfected36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Pos_019733_TLG1025_QE2,Sample,uninf36hr,1,16,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv6hr_biphasic_F1_R3_T6hr_Untargeted_DDA_HILIC_Pos_019735_TLG1025_QE2.mzML,zikv6hr_biphasic_F1_R3_T6hr_Untargeted_DDA_HILIC_Pos_019735_TLG1025_QE2,Sample,zikv6hr,1,17,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Pos_019737_TLG1025_QE2.mzML,zikv3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Pos_019737_TLG1025_QE2,Sample,zikv3hr,1,18,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/BK_Pos_019739_TLG1025_QE2.mzML,BK_Pos_019739_TLG1025_QE2,Blank,blank,1,19,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/QC_Pos_019741_TLG1025_QE2.mzML,QC_Pos_019741_TLG1025_QE2,QC,pool,1,20,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Pos_019743_TLG1025_QE2.mzML,denv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Pos_019743_TLG1025_QE2,Sample,denv27hr,1,21,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv27hr_biphasic_F1_R1_T27hr_Untargeted_DDA_HILIC_Pos_019745_TLG1025_QE2.mzML,zikv27hr_biphasic_F1_R1_T27hr_Untargeted_DDA_HILIC_Pos_019745_TLG1025_QE2,Sample,zikv27hr,1,22,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Pos_019747_TLG1025_QE2.mzML,denv36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Pos_019747_TLG1025_QE2,Sample,denv36hr,1,23,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv3hr_biphasic_F1_R2_T3hr_Untargeted_DDA_HILIC_Pos_019749_TLG1025_QE2.mzML,zikv3hr_biphasic_F1_R2_T3hr_Untargeted_DDA_HILIC_Pos_019749_TLG1025_QE2,Sample,zikv3hr,1,24,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv30hr_biphasic_F1_R1_T30hr_Untargeted_DDA_HILIC_Pos_019751_TLG1025_QE2.mzML,denv30hr_biphasic_F1_R1_T30hr_Untargeted_DDA_HILIC_Pos_019751_TLG1025_QE2,Sample,denv30hr,1,25,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv24hr_biphasic_F1_R3_T24hr_Untargeted_DDA_HILIC_Pos_019753_TLG1025_QE2.mzML,denv24hr_biphasic_F1_R3_T24hr_Untargeted_DDA_HILIC_Pos_019753_TLG1025_QE2,Sample,denv24hr,1,26,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv9hr_biphasic_F1_R2_T9hr_Untargeted_DDA_HILIC_Pos_019755_TLG1025_QE2.mzML,denv9hr_biphasic_F1_R2_T9hr_Untargeted_DDA_HILIC_Pos_019755_TLG1025_QE2,Sample,denv9hr,1,27,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv15hr_biphasic_F1_R1_T15hr_Untargeted_DDA_HILIC_Pos_019757_TLG1025_QE2.mzML,denv15hr_biphasic_F1_R1_T15hr_Untargeted_DDA_HILIC_Pos_019757_TLG1025_QE2,Sample,denv15hr,1,28,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/BK_Pos_019759_TLG1025_QE2.mzML,BK_Pos_019759_TLG1025_QE2,Blank,blank,1,29,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/QC_Pos_019761_TLG1025_QE2.mzML,QC_Pos_019761_TLG1025_QE2,QC,pool,1,30,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Pos_019763_TLG1025_QE2.mzML,denv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Pos_019763_TLG1025_QE2,Sample,denv12hr,1,31,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Pos_019765_TLG1025_QE2.mzML,zikv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Pos_019765_TLG1025_QE2,Sample,zikv12hr,1,32,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Pos_019767_TLG1025_QE2.mzML,denv21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Pos_019767_TLG1025_QE2,Sample,denv21hr,1,33,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv24hr_biphasic_F1_R2_T24hr_Untargeted_DDA_HILIC_Pos_019771_TLG1025_QE2.mzML,zikv24hr_biphasic_F1_R2_T24hr_Untargeted_DDA_HILIC_Pos_019771_TLG1025_QE2,Sample,zikv24hr,1,34,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/uninfected3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Pos_019773_TLG1025_QE2.mzML,uninfected3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Pos_019773_TLG1025_QE2,Sample,uninf3hr,1,35,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv36hr_biphasic_F1_R2_T36hr_Untargeted_DDA_HILIC_Pos_019775_TLG1025_QE2.mzML,denv36hr_biphasic_F1_R2_T36hr_Untargeted_DDA_HILIC_Pos_019775_TLG1025_QE2,Sample,denv36hr,1,36,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv12hr_biphasic_F1_R2_T12hr_Untargeted_DDA_HILIC_Pos_019777_TLG1025_QE2.mzML,zikv12hr_biphasic_F1_R2_T12hr_Untargeted_DDA_HILIC_Pos_019777_TLG1025_QE2,Sample,zikv12hr,1,37,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/BK_Pos_019779_TLG1025_QE2.mzML,BK_Pos_019779_TLG1025_QE2,Blank,blank,1,38,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/QC_Pos_019781_TLG1025_QE2.mzML,QC_Pos_019781_TLG1025_QE2,QC,pool,1,39,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv33hr_biphasic_F1_R2_T33hr_Untargeted_DDA_HILIC_Pos_019783_TLG1025_QE2.mzML,denv33hr_biphasic_F1_R2_T33hr_Untargeted_DDA_HILIC_Pos_019783_TLG1025_QE2,Sample,denv33hr,1,40,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/zikv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Pos_019785_TLG1025_QE2.mzML,zikv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Pos_019785_TLG1025_QE2,Sample,zikv27hr,1,41,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv9hr_biphasic_F1_R3_T9hr_Untargeted_DDA_HILIC_Pos_019787_TLG1025_QE2.mzML,denv9hr_biphasic_F1_R3_T9hr_Untargeted_DDA_HILIC_Pos_019787_TLG1025_QE2,Sample,denv9hr,1,42,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/pos/denv9hr_biphasic_F1_R1_T9hr_Untargeted_DDA_HILIC_Pos_019789_TLG1025_QE2.mzML,denv9hr_biphasic_F1_R1_T9hr_Untargeted_DDA_HILIC_Pos_019789_TLG1025_QE2,Sample,denv9hr,1,43,5
