file_path,file_name,type,class_id,batch,analytical_order,inject_volume
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv33hr_biphasic_F1_R3_T33hr_Untargeted_DDA_HILIC_Neg_019724_TLG1025_QE2.mzML,zikv33hr_biphasic_F1_R3_T33hr_Untargeted_DDA_HILIC_Neg_019724_TLG1025_QE2,Sample,zikv33hr,1,12,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Neg_019726_TLG1025_QE2.mzML,uninfected21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Neg_019726_TLG1025_QE2,Sample,uninf21hr,1,13,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected12hr_biphasic_F1_R3_T12hr_Untargeted_DDA_HILIC_Neg_019728_TLG1025_QE2.mzML,uninfected12hr_biphasic_F1_R3_T12hr_Untargeted_DDA_HILIC_Neg_019728_TLG1025_QE2,Sample,uninf12hr,1,14,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv6hr_biphasic_F1_R2_T6hr_Untargeted_DDA_HILIC_Neg_019730_TLG1025_QE2.mzML,denv6hr_biphasic_F1_R2_T6hr_Untargeted_DDA_HILIC_Neg_019730_TLG1025_QE2,Sample,denv6hr,1,15,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Neg_019734_TLG1025_QE2.mzML,uninfected36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Neg_019734_TLG1025_QE2,Sample,uninf36hr,1,16,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv6hr_biphasic_F1_R3_T6hr_Untargeted_DDA_HILIC_Neg_019736_TLG1025_QE2.mzML,zikv6hr_biphasic_F1_R3_T6hr_Untargeted_DDA_HILIC_Neg_019736_TLG1025_QE2,Sample,zikv6hr,1,17,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Neg_019738_TLG1025_QE2.mzML,zikv3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Neg_019738_TLG1025_QE2,Sample,zikv3hr,1,18,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019740_TLG1025_QE2.mzML,BK_Neg_019740_TLG1025_QE2,Blank,blank,1,19,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019742_TLG1025_QE2.mzML,QC_Neg_019742_TLG1025_QE2,QC,pool,1,20,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Neg_019744_TLG1025_QE2.mzML,denv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Neg_019744_TLG1025_QE2,Sample,denv27hr,1,21,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv27hr_biphasic_F1_R1_T27hr_Untargeted_DDA_HILIC_Neg_019746_TLG1025_QE2.mzML,zikv27hr_biphasic_F1_R1_T27hr_Untargeted_DDA_HILIC_Neg_019746_TLG1025_QE2,Sample,zikv27hr,1,22,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Neg_019748_TLG1025_QE2.mzML,denv36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Neg_019748_TLG1025_QE2,Sample,denv36hr,1,23,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv3hr_biphasic_F1_R2_T3hr_Untargeted_DDA_HILIC_Neg_019750_TLG1025_QE2.mzML,zikv3hr_biphasic_F1_R2_T3hr_Untargeted_DDA_HILIC_Neg_019750_TLG1025_QE2,Sample,zikv3hr,1,24,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv30hr_biphasic_F1_R1_T30hr_Untargeted_DDA_HILIC_Neg_019752_TLG1025_QE2.mzML,denv30hr_biphasic_F1_R1_T30hr_Untargeted_DDA_HILIC_Neg_019752_TLG1025_QE2,Sample,denv30hr,1,25,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv24hr_biphasic_F1_R3_T24hr_Untargeted_DDA_HILIC_Neg_019754_TLG1025_QE2.mzML,denv24hr_biphasic_F1_R3_T24hr_Untargeted_DDA_HILIC_Neg_019754_TLG1025_QE2,Sample,denv24hr,1,26,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv9hr_biphasic_F1_R2_T9hr_Untargeted_DDA_HILIC_Neg_019756_TLG1025_QE2.mzML,denv9hr_biphasic_F1_R2_T9hr_Untargeted_DDA_HILIC_Neg_019756_TLG1025_QE2,Sample,denv9hr,1,27,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv15hr_biphasic_F1_R1_T15hr_Untargeted_DDA_HILIC_Neg_019758_TLG1025_QE2.mzML,denv15hr_biphasic_F1_R1_T15hr_Untargeted_DDA_HILIC_Neg_019758_TLG1025_QE2,Sample,denv15hr,1,28,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019760_TLG1025_QE2.mzML,BK_Neg_019760_TLG1025_QE2,Blank,blank,1,29,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019762_TLG1025_QE2.mzML,QC_Neg_019762_TLG1025_QE2,QC,pool,1,30,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Neg_019764_TLG1025_QE2.mzML,denv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Neg_019764_TLG1025_QE2,Sample,denv12hr,1,31,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Neg_019766_TLG1025_QE2.mzML,zikv12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Neg_019766_TLG1025_QE2,Sample,zikv12hr,1,32,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Neg_019768_TLG1025_QE2.mzML,denv21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Neg_019768_TLG1025_QE2,Sample,denv21hr,1,33,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv24hr_biphasic_F1_R2_T24hr_Untargeted_DDA_HILIC_Neg_019772_TLG1025_QE2.mzML,zikv24hr_biphasic_F1_R2_T24hr_Untargeted_DDA_HILIC_Neg_019772_TLG1025_QE2,Sample,zikv24hr,1,34,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Neg_019774_TLG1025_QE2.mzML,uninfected3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Neg_019774_TLG1025_QE2,Sample,uninf3hr,1,35,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv36hr_biphasic_F1_R2_T36hr_Untargeted_DDA_HILIC_Neg_019776_TLG1025_QE2.mzML,denv36hr_biphasic_F1_R2_T36hr_Untargeted_DDA_HILIC_Neg_019776_TLG1025_QE2,Sample,denv36hr,1,36,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv12hr_biphasic_F1_R2_T12hr_Untargeted_DDA_HILIC_Neg_019778_TLG1025_QE2.mzML,zikv12hr_biphasic_F1_R2_T12hr_Untargeted_DDA_HILIC_Neg_019778_TLG1025_QE2,Sample,zikv12hr,1,37,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019780_TLG1025_QE2.mzML,BK_Neg_019780_TLG1025_QE2,Blank,blank,1,38,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019782_TLG1025_QE2.mzML,QC_Neg_019782_TLG1025_QE2,QC,pool,1,39,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv33hr_biphasic_F1_R2_T33hr_Untargeted_DDA_HILIC_Neg_019784_TLG1025_QE2.mzML,denv33hr_biphasic_F1_R2_T33hr_Untargeted_DDA_HILIC_Neg_019784_TLG1025_QE2,Sample,denv33hr,1,40,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Neg_019786_TLG1025_QE2.mzML,zikv27hr_biphasic_F1_R2_T27hr_Untargeted_DDA_HILIC_Neg_019786_TLG1025_QE2,Sample,zikv27hr,1,41,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv9hr_biphasic_F1_R3_T9hr_Untargeted_DDA_HILIC_Neg_019788_TLG1025_QE2.mzML,denv9hr_biphasic_F1_R3_T9hr_Untargeted_DDA_HILIC_Neg_019788_TLG1025_QE2,Sample,denv9hr,1,42,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv9hr_biphasic_F1_R1_T9hr_Untargeted_DDA_HILIC_Neg_019790_TLG1025_QE2.mzML,denv9hr_biphasic_F1_R1_T9hr_Untargeted_DDA_HILIC_Neg_019790_TLG1025_QE2,Sample,denv9hr,1,43,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv18hr_biphasic_F1_R3_T18hr_Untargeted_DDA_HILIC_Neg_019792_TLG1025_QE2.mzML,denv18hr_biphasic_F1_R3_T18hr_Untargeted_DDA_HILIC_Neg_019792_TLG1025_QE2,Sample,denv18hr,1,44,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected0hr_biphasic_F1_R3_T0hr_Untargeted_DDA_HILIC_Neg_019794_TLG1025_QE2.mzML,uninfected0hr_biphasic_F1_R3_T0hr_Untargeted_DDA_HILIC_Neg_019794_TLG1025_QE2,Sample,uninf0hr,1,45,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv18hr_biphasic_F1_R1_T18hr_Untargeted_DDA_HILIC_Neg_019796_TLG1025_QE2.mzML,zikv18hr_biphasic_F1_R1_T18hr_Untargeted_DDA_HILIC_Neg_019796_TLG1025_QE2,Sample,zikv18hr,1,46,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Neg_019798_TLG1025_QE2.mzML,zikv21hr_biphasic_F1_R3_T21hr_Untargeted_DDA_HILIC_Neg_019798_TLG1025_QE2,Sample,zikv21hr,1,47,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019800_TLG1025_QE2.mzML,BK_Neg_019800_TLG1025_QE2,Blank,blank,1,48,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019802_TLG1025_QE2.mzML,QC_Neg_019802_TLG1025_QE2,QC,pool,1,49,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Neg_019804_TLG1025_QE2.mzML,uninfected3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Neg_019804_TLG1025_QE2,Sample,uninf3hr,1,50,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv3hr_biphasic_F1_R2_T3hr_Untargeted_DDA_HILIC_Neg_019806_TLG1025_QE2.mzML,denv3hr_biphasic_F1_R2_T3hr_Untargeted_DDA_HILIC_Neg_019806_TLG1025_QE2,Sample,denv3hr,1,51,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv18hr_biphasic_F1_R2_T18hr_Untargeted_DDA_HILIC_Neg_019808_TLG1025_QE2.mzML,zikv18hr_biphasic_F1_R2_T18hr_Untargeted_DDA_HILIC_Neg_019808_TLG1025_QE2,Sample,zikv18hr,1,52,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv12hr_biphasic_F1_R3_T12hr_Untargeted_DDA_HILIC_Neg_019810_TLG1025_QE2.mzML,zikv12hr_biphasic_F1_R3_T12hr_Untargeted_DDA_HILIC_Neg_019810_TLG1025_QE2,Sample,zikv12hr,1,53,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv27hr_biphasic_F1_R1_T27hr_Untargeted_DDA_HILIC_Neg_019812_TLG1025_QE2.mzML,denv27hr_biphasic_F1_R1_T27hr_Untargeted_DDA_HILIC_Neg_019812_TLG1025_QE2,Sample,denv27hr,1,54,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv6hr_biphasic_F1_R1_T6hr_Untargeted_DDA_HILIC_Neg_019814_TLG1025_QE2.mzML,zikv6hr_biphasic_F1_R1_T6hr_Untargeted_DDA_HILIC_Neg_019814_TLG1025_QE2,Sample,zikv6hr,1,55,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv9hr_biphasic_F1_R1_T9hr_Untargeted_DDA_HILIC_Neg_019816_TLG1025_QE2.mzML,zikv9hr_biphasic_F1_R1_T9hr_Untargeted_DDA_HILIC_Neg_019816_TLG1025_QE2,Sample,zikv9hr,1,56,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected30hr_biphasic_F1_R3_T30hr_Untargeted_DDA_HILIC_Neg_019818_TLG1025_QE2.mzML,uninfected30hr_biphasic_F1_R3_T30hr_Untargeted_DDA_HILIC_Neg_019818_TLG1025_QE2,Sample,uninf30hr,1,57,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019820_TLG1025_QE2.mzML,BK_Neg_019820_TLG1025_QE2,Blank,blank,1,58,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019822_TLG1025_QE2.mzML,QC_Neg_019822_TLG1025_QE2,QC,pool,1,59,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Neg_019824_TLG1025_QE2.mzML,denv3hr_biphasic_F1_R1_T3hr_Untargeted_DDA_HILIC_Neg_019824_TLG1025_QE2,Sample,denv3hr,1,60,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv30hr_biphasic_F1_R2_T30hr_Untargeted_DDA_HILIC_Neg_019826_TLG1025_QE2.mzML,denv30hr_biphasic_F1_R2_T30hr_Untargeted_DDA_HILIC_Neg_019826_TLG1025_QE2,Sample,denv30hr,1,61,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv12hr_biphasic_F1_R2_T12hr_Untargeted_DDA_HILIC_Neg_019828_TLG1025_QE2.mzML,denv12hr_biphasic_F1_R2_T12hr_Untargeted_DDA_HILIC_Neg_019828_TLG1025_QE2,Sample,denv12hr,1,62,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv33hr_biphasic_F1_R2_T33hr_Untargeted_DDA_HILIC_Neg_019830_TLG1025_QE2.mzML,zikv33hr_biphasic_F1_R2_T33hr_Untargeted_DDA_HILIC_Neg_019830_TLG1025_QE2,Sample,zikv33hr,1,63,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv30hr_biphasic_F1_R3_T30hr_Untargeted_DDA_HILIC_Neg_019832_TLG1025_QE2.mzML,zikv30hr_biphasic_F1_R3_T30hr_Untargeted_DDA_HILIC_Neg_019832_TLG1025_QE2,Sample,zikv30hr,1,64,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv27hr_biphasic_F1_R3_T27hr_Untargeted_DDA_HILIC_Neg_019834_TLG1025_QE2.mzML,zikv27hr_biphasic_F1_R3_T27hr_Untargeted_DDA_HILIC_Neg_019834_TLG1025_QE2,Sample,zikv27hr,1,65,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv15hr_biphasic_F1_R3_T15hr_Untargeted_DDA_HILIC_Neg_019836_TLG1025_QE2.mzML,zikv15hr_biphasic_F1_R3_T15hr_Untargeted_DDA_HILIC_Neg_019836_TLG1025_QE2,Sample,zikv15hr,1,66,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected21hr_biphasic_F1_R1_T21hr_Untargeted_DDA_HILIC_Neg_019838_TLG1025_QE2.mzML,uninfected21hr_biphasic_F1_R1_T21hr_Untargeted_DDA_HILIC_Neg_019838_TLG1025_QE2,Sample,uninf21hr,1,67,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019840_TLG1025_QE2.mzML,BK_Neg_019840_TLG1025_QE2,Blank,blank,1,68,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019842_TLG1025_QE2.mzML,QC_Neg_019842_TLG1025_QE2,QC,pool,1,69,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Neg_019844_TLG1025_QE2.mzML,uninfected12hr_biphasic_F1_R1_T12hr_Untargeted_DDA_HILIC_Neg_019844_TLG1025_QE2,Sample,uninf12hr,1,70,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Neg_019846_TLG1025_QE2.mzML,zikv36hr_biphasic_F1_R3_T36hr_Untargeted_DDA_HILIC_Neg_019846_TLG1025_QE2,Sample,zikv36hr,1,71,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv21hr_biphasic_F1_R1_T21hr_Untargeted_DDA_HILIC_Neg_019848_TLG1025_QE2.mzML,denv21hr_biphasic_F1_R1_T21hr_Untargeted_DDA_HILIC_Neg_019848_TLG1025_QE2,Sample,denv21hr,1,72,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected0hr_biphasic_F1_R1_T0hr_Untargeted_DDA_HILIC_Neg_019850_TLG1025_QE2.mzML,uninfected0hr_biphasic_F1_R1_T0hr_Untargeted_DDA_HILIC_Neg_019850_TLG1025_QE2,Sample,uninf0hr,1,73,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv36hr_biphasic_F1_R2_T36hr_Untargeted_DDA_HILIC_Neg_019852_TLG1025_QE2.mzML,zikv36hr_biphasic_F1_R2_T36hr_Untargeted_DDA_HILIC_Neg_019852_TLG1025_QE2,Sample,zikv36hr,1,74,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv9hr_biphasic_F1_R3_T9hr_Untargeted_DDA_HILIC_Neg_019854_TLG1025_QE2.mzML,zikv9hr_biphasic_F1_R3_T9hr_Untargeted_DDA_HILIC_Neg_019854_TLG1025_QE2,Sample,zikv9hr,1,75,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv21hr_biphasic_F1_R2_T21hr_Untargeted_DDA_HILIC_Neg_019858_TLG1025_QE2.mzML,zikv21hr_biphasic_F1_R2_T21hr_Untargeted_DDA_HILIC_Neg_019858_TLG1025_QE2,Sample,zikv21hr,1,76,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019860_TLG1025_QE2.mzML,BK_Neg_019860_TLG1025_QE2,Blank,blank,1,77,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019862_TLG1025_QE2.mzML,QC_Neg_019862_TLG1025_QE2,QC,pool,1,78,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected0hr_biphasic_F1_R2_T0hr_Untargeted_DDA_HILIC_Neg_019864_TLG1025_QE2.mzML,uninfected0hr_biphasic_F1_R2_T0hr_Untargeted_DDA_HILIC_Neg_019864_TLG1025_QE2,Sample,uninf0hr,1,79,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Neg_019868_TLG1025_QE2.mzML,denv3hr_biphasic_F1_R3_T3hr_Untargeted_DDA_HILIC_Neg_019868_TLG1025_QE2,Sample,denv3hr,1,80,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv6hr_biphasic_F1_R3_T6hr_Untargeted_DDA_HILIC_Neg_019870_TLG1025_QE2.mzML,denv6hr_biphasic_F1_R3_T6hr_Untargeted_DDA_HILIC_Neg_019870_TLG1025_QE2,Sample,denv6hr,1,81,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv9hr_biphasic_F1_R2_T9hr_Untargeted_DDA_HILIC_Neg_019872_TLG1025_QE2.mzML,zikv9hr_biphasic_F1_R2_T9hr_Untargeted_DDA_HILIC_Neg_019872_TLG1025_QE2,Sample,zikv9hr,1,82,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv21hr_biphasic_F1_R1_T21hr_Untargeted_DDA_HILIC_Neg_019874_TLG1025_QE2.mzML,zikv21hr_biphasic_F1_R1_T21hr_Untargeted_DDA_HILIC_Neg_019874_TLG1025_QE2,Sample,zikv21hr,1,83,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/uninfected36hr_biphasic_F1_R1_T36hr_Untargeted_DDA_HILIC_Neg_019876_TLG1025_QE2.mzML,uninfected36hr_biphasic_F1_R1_T36hr_Untargeted_DDA_HILIC_Neg_019876_TLG1025_QE2,Sample,uninf36hr,1,84,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv27hr_biphasic_F1_R3_T27hr_Untargeted_DDA_HILIC_Neg_019878_TLG1025_QE2.mzML,denv27hr_biphasic_F1_R3_T27hr_Untargeted_DDA_HILIC_Neg_019878_TLG1025_QE2,Sample,denv27hr,1,85,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/BK_Neg_019880_TLG1025_QE2.mzML,BK_Neg_019880_TLG1025_QE2,Blank,blank,1,86,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/QC_Neg_019882_TLG1025_QE2.mzML,QC_Neg_019882_TLG1025_QE2,QC,pool,1,87,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv6hr_biphasic_F1_R2_T6hr_Untargeted_DDA_HILIC_Neg_019884_TLG1025_QE2.mzML,zikv6hr_biphasic_F1_R2_T6hr_Untargeted_DDA_HILIC_Neg_019884_TLG1025_QE2,Sample,zikv6hr,1,88,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv18hr_biphasic_F1_R2_T18hr_Untargeted_DDA_HILIC_Neg_019886_TLG1025_QE2.mzML,denv18hr_biphasic_F1_R2_T18hr_Untargeted_DDA_HILIC_Neg_019886_TLG1025_QE2,Sample,denv18hr,1,89,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv15hr_biphasic_F1_R2_T15hr_Untargeted_DDA_HILIC_Neg_019888_TLG1025_QE2.mzML,denv15hr_biphasic_F1_R2_T15hr_Untargeted_DDA_HILIC_Neg_019888_TLG1025_QE2,Sample,denv15hr,1,90,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv33hr_biphasic_F1_R3_T33hr_Untargeted_DDA_HILIC_Neg_019890_TLG1025_QE2.mzML,denv33hr_biphasic_F1_R3_T33hr_Untargeted_DDA_HILIC_Neg_019890_TLG1025_QE2,Sample,denv33hr,1,91,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/zikv24hr_biphasic_F1_R1_T24hr_Untargeted_DDA_HILIC_Neg_019892_TLG1025_QE2.mzML,zikv24hr_biphasic_F1_R1_T24hr_Untargeted_DDA_HILIC_Neg_019892_TLG1025_QE2,Sample,zikv24hr,1,92,5
/hpc/projects/mass_spec/projects/TLG1025/processed_raw_data/neg/denv24hr_biphasic_F1_R2_T24hr_Untargeted_DDA_HILIC_Neg_019894_TLG1025_QE2.mzML,denv24hr_biphasic_F1_R2_T24hr_Untargeted_DDA_HILIC_Neg_019894_TLG1025_QE2,Sample,denv24hr,1,93,5
